height,geometry
5,"POLYGON ((244527.74670000002 2551656.6096, 244524.5488 2551640.6198999994, 244500.92870000005 2551639.3511999995, 244502.70419999957 2551651.806, 244505.53019999992 2551651.806, 244523.54349999968 2551657.8104999997, 244527.74670000002 2551656.6096))"
7,"POLYGON ((245180.64419999998 2551672.1875, 245181.04069999978 2551640.3972999994, 245184.04289999977 2551640.3972999994, 245183.4424999999 2551634.3927999996, 245181.04069999978 2551634.3927999996, 245179.23929999955 2551636.7946000006, 245175.03610000014 2551636.7946000006, 245170.23249999993 2551634.3927999996, 245165.4288999997 2551637.3950999994, 245165.4288999997 2551641.7619000003, 245138.75760000013 2551640.9538000003, 245145.0959999999 2551671.5336000007, 245180.64419999998 2551672.1875))"
6,"POLYGON ((246438.07270000037 2551643.9671, 246434.46999999974 2551636.1612, 246425.46320000011 2551633.1589, 246414.65500000026 2551636.1612, 246421.25999999978 2551649.9716, 246425.46320000011 2551651.773, 246438.07270000037 2551643.9671))"
8,"POLYGON ((246764.8348000003 2551647.459899999, 246755.82799999975 2551631.848099999, 246744.41930000018 2551637.8527000006, 246752.22520000022 2551654.0648999996, 246764.8348000003 2551647.459899999))"
3,"POLYGON ((245338.9600999998 2551645.2009999994, 245338.9600999998 2551631.9910000004, 245325.14960000012 2551634.3927999996, 245325.14960000012 2551644.6005000006, 245334.7569000004 2551645.8014, 245338.9600999998 2551645.2009999994))"
4,"POLYGON ((245492.07579999976 2551638.596000001, 245490.15440000035 2551629.9494000003, 245477.6649000002 2551633.792300001, 245475.2631000001 2551640.3972999994, 245478.24710000027 2551644.1273999996, 245492.07579999976 2551638.596000001))"
7,"POLYGON ((246839.8914999999 2551642.656300001, 246833.8870000001 2551630.6471999995, 246820.07650000043 2551637.2522, 246825.48060000036 2551650.462200001, 246839.8914999999 2551642.656300001))"
5,"POLYGON ((244596.19849999994 2551646.401900001, 244601.00210000016 2551645.8014, 244597.84360000025 2551633.1677, 244587.19170000032 2551631.2914000005, 244587.19170000032 2551642.1986999996, 244596.19849999994 2551645.2009999994, 244596.19849999994 2551646.401900001))"
4,"POLYGON ((245353.3724999996 2551651.806, 245364.37930000015 2551651.806, 245365.76329999976 2551637.273600001, 245360.57639999967 2551630.790100001, 245352.16999999993 2551630.790100001, 245353.3724999996 2551651.806))"
9,"POLYGON ((245934.8923000004 2551642.4397, 245934.8923000004 2551631.3575999998, 245908.47229999956 2551631.3575999998, 245905.46999999974 2551638.562999999, 245906.77780000027 2551644.4483000003, 245934.8923000004 2551642.4397))"
3,"POLYGON ((246168.46889999975 2551642.1657, 246166.66750000045 2551630.757099999, 246155.25889999978 2551631.3575999998, 246155.85940000042 2551642.1657, 246168.46889999975 2551642.1657))"
7,"POLYGON ((246736.01300000027 2551637.2522, 246730.60890000034 2551629.4463, 246713.19570000004 2551635.4508999996, 246719.20029999968 2551648.0604, 246736.01300000027 2551637.2522))"
16,"POLYGON ((246932.61959999986 2551646.5053000003, 246931.26860000007 2551630.2929999996, 246918.65909999982 2551631.493899999, 246920.46040000021 2551646.5053000003, 246932.61959999986 2551646.5053000003))"
4,"POLYGON ((244545.7603000002 2551638.596000001, 244546.9611999998 2551629.5891999993, 244537.95440000016 2551630.1896, 244535.22929999977 2551638.365, 244540.95669999998 2551639.7969000004, 244545.7603000002 2551638.596000001))"
7,"POLYGON ((247362.4452999998 2551642.6379000004, 247360.04349999968 2551629.4279999994, 247330.62119999994 2551633.631100001, 247331.8222000003 2551649.242900001, 247362.4452999998 2551642.6379000004))"
3,"POLYGON ((246952.88489999995 2551645.9047999997, 246950.48309999984 2551629.0921, 246941.4763000002 2551629.0921, 246941.4763000002 2551645.9047999997, 246952.88489999995 2551645.9047999997))"
4,"POLYGON ((246968.49670000002 2551645.9047999997, 246966.69539999962 2551629.0921, 246956.9879999999 2551629.0921, 246957.6886 2551645.9047999997, 246968.49670000002 2551645.9047999997))"
5,"POLYGON ((246124.63580000028 2551645.1679999996, 246124.63580000028 2551634.3598999996, 246111.42580000032 2551628.3553, 246107.82299999986 2551630.757099999, 246107.22259999998 2551645.1679999996, 246124.63580000028 2551645.1679999996))"
16,"POLYGON ((246980.5058000004 2551644.7039, 246981.1063000001 2551627.8912000004, 246971.49899999984 2551628.491699999, 246972.09949999955 2551645.9047999997, 246980.5058000004 2551644.7039))"
5,"POLYGON ((246059.18630000018 2551637.3620999996, 246058.58579999954 2551630.757099999, 246041.17260000017 2551627.7547999993, 246027.96270000003 2551628.3553, 246026.76169999968 2551631.3575999998, 246030.36450000014 2551637.3620999996, 246059.18630000018 2551637.3620999996))"
4,"POLYGON ((246012.95129999984 2551645.1679999996, 246012.95129999984 2551643.9671, 246026.1612999998 2551642.1657, 246023.71449999977 2551633.4274000004, 246007.68259999994 2551636.3347999994, 246010.54949999973 2551646.368899999, 246012.95129999984 2551645.1679999996))"
4,"POLYGON ((246140.24760000035 2551637.9626, 246139.6470999997 2551627.7547999993, 246127.63800000027 2551628.9558000006, 246130.03980000038 2551638.562999999, 246140.24760000035 2551637.9626))"
6,"POLYGON ((246780.67339999974 2551638.9822000004, 246775.04250000045 2551625.8435999993, 246763.46229999978 2551631.6336000003, 246769.0379999997 2551644.457699999, 246780.67339999974 2551638.9822000004))"
5,"POLYGON ((244839.1875 2551646.851, 244841.1216000002 2551640.4037999995, 244850.87980000023 2551639.4202999994, 244851.9918999998 2551627.1873000003, 244800.76750000007 2551629.3792000003, 244799.15189999994 2551637.9955, 244799.77579999994 2551649.225400001, 244833.2433000002 2551650.8191, 244839.1875 2551646.851), (244817.16550000012 2551642.1986999996, 244818.96690000035 2551639.7969000004, 244823.17009999976 2551640.3972999994, 244823.17009999976 2551643.399599999, 244821.96920000017 2551644.0001, 244817.16550000012 2551642.1986999996), (244812.9623999996 2551640.3972999994, 244812.9623999996 2551637.9955, 244816.56510000024 2551639.1964, 244812.9623999996 2551640.3972999994))"
5,"POLYGON ((245211.06340000033 2551633.1919, 245216.46740000043 2551647.6028000005, 245235.08150000032 2551642.1986999996, 245227.27560000028 2551625.9864000008, 245211.06340000033 2551633.1919))"
5,"POLYGON ((246662.75760000013 2551637.8527000006, 246655.61569999997 2551625.7114000004, 246644.9310999997 2551630.1109999996, 246650.14809999987 2551644.457699999, 246662.75760000013 2551637.8527000006))"
14,"POLYGON ((245453.04629999958 2551631.9910000004, 245450.04399999976 2551625.9864000008, 245442.23809999973 2551625.9864000008, 245441.63769999985 2551629.5891999993, 245453.04629999958 2551631.9910000004))"
5,"POLYGON ((244474.9068 2551637.3950999994, 244474.9068 2551625.9864000008, 244467.70129999984 2551624.1851000004, 244464.09860000014 2551628.3882999998, 244464.69900000002 2551637.9955, 244471.30399999954 2551638.596000001, 244474.9068 2551637.3950999994))"
16,"POLYGON ((245683.4447999997 2551657.1147000007, 245685.39850000013 2551640.9978, 245694.42870000005 2551640.9978, 245703.43560000043 2551639.1964, 245699.64749999996 2551622.781300001, 245647.47929999977 2551641.565199999, 245653.59800000023 2551663.8149999995, 245683.4447999997 2551657.1147000007))"
5,"POLYGON ((246876.51919999998 2551643.8572000004, 246876.51919999998 2551645.0581, 246875.3183000004 2551644.457699999, 246876.51919999998 2551643.8572000004, 246876.51919999998 2551638.4530999996, 246883.72470000014 2551637.8527000006, 246883.12420000043 2551632.4486, 246878.9210000001 2551631.2477, 246879.5214999998 2551630.0468000006, 246886.12650000025 2551630.6471999995, 246887.9277999997 2551627.6449999996, 246887.9277999997 2551623.4418, 246879.5214999998 2551624.6426999997, 246875.3183000004 2551636.0513000004, 246862.70880000014 2551641.4553999994, 246858.5055999998 2551639.0536, 246845.29559999984 2551643.2567999996, 246854.9029000001 2551663.0716999993, 246869.31379999965 2551654.6654000003, 246869.91420000046 2551650.462200001, 246867.51240000036 2551649.8618, 246869.91420000046 2551644.457699999, 246874.11739999987 2551644.457699999, 246872.31599999964 2551649.8618, 246875.9188000001 2551651.6631000005, 246883.12420000043 2551649.8618, 246882.52379999962 2551643.2567999996, 246876.51919999998 2551643.8572000004))"
5,"POLYGON ((244533.15079999994 2551631.9910000004, 244533.75119999982 2551624.7854999993, 244518.13939999975 2551625.386, 244519.63769999985 2551634.375600001, 244533.15079999994 2551631.9910000004))"
4,"POLYGON ((246188.28390000015 2551637.3620999996, 246181.6788999997 2551623.5516999997, 246171.14529999997 2551625.8088000007, 246172.67210000008 2551643.3665999994, 246188.28390000015 2551637.3620999996))"
6,"POLYGON ((246814.0719999997 2551637.2522, 246807.46700000018 2551622.2409000006, 246799.66110000014 2551628.2454000004, 246803.86429999955 2551642.656300001, 246814.0719999997 2551637.2522))"
4,"POLYGON ((246900.04499999993 2551636.898, 246898.84410000034 2551624.8889000006, 246890.43769999966 2551622.3671000004, 246886.83499999996 2551633.8957, 246887.43549999967 2551638.6994000003, 246900.04499999993 2551636.898))"
6,"POLYGON ((246235.11930000037 2551636.1612, 246229.1146999998 2551622.3508, 246217.1057000002 2551629.5561999995, 246223.7106999997 2551642.1657, 246235.11930000037 2551636.1612))"
7,"POLYGON ((246707.7916000001 2551634.850400001, 246700.5861999998 2551621.039999999, 246690.97890000045 2551627.6449999996, 246696.38300000038 2551639.0536, 246707.7916000001 2551634.850400001))"
8,"POLYGON ((244461.69680000003 2551635.593699999, 244461.69680000003 2551621.7832999993, 244445.6847000001 2551624.9856000002, 244446.68539999984 2551634.9932000004, 244461.69680000003 2551635.593699999))"
6,"POLYGON ((245993.13630000036 2551633.759400001, 245994.42300000042 2551631.1860000007, 245993.73680000007 2551630.1567, 245994.93769999966 2551630.1567, 245994.93769999966 2551623.5516999997, 245984.26350000035 2551621.6953999996, 245978.0878999997 2551625.8114, 245976.44130000006 2551625.8114, 245977.65199999977 2551636.708799999, 245993.13630000036 2551633.759400001))"
7,"POLYGON ((246515.53129999992 2551632.5584999993, 246507.72539999988 2551621.1499000005, 246493.49019999988 2551627.0812, 246498.1180999996 2551640.9648, 246515.53129999992 2551632.5584999993))"
6,"POLYGON ((246855.50329999998 2551635.4508999996, 246847.09700000007 2551619.8390999995, 246835.0878999997 2551625.2431000005, 246842.29330000002 2551640.2545, 246855.50329999998 2551635.4508999996))"
4,"POLYGON ((245957.1091 2551630.757099999, 245968.51769999973 2551630.1567, 245968.51769999973 2551622.3508, 245955.9082000004 2551620.5494, 245955.30769999977 2551624.1521000005, 245954.7072999999 2551621.7502999995, 245954.7072999999 2551622.3508, 245957.1091 2551630.757099999), (245957.70949999988 2551621.7502999995, 245958.9104000004 2551621.7502999995, 245958.3099999996 2551622.951199999, 245957.70949999988 2551621.7502999995))"
6,"POLYGON ((244579.97640000004 2551648.8056000005, 244576.19020000007 2551621.1131999996, 244553.56620000023 2551619.981899999, 244553.97339999955 2551633.792300001, 244549.43659999967 2551633.792300001, 244550.03699999955 2551643.399599999, 244561.97259999998 2551643.399599999, 244563.17349999957 2551633.1919, 244566.7762000002 2551634.9933, 244563.96559999976 2551649.0462999996, 244570.9793999996 2551650.6051000003, 244579.97640000004 2551648.8056000005))"
5,"POLYGON ((245382.19269999955 2551632.5572999995, 245382.19269999955 2551619.3814000003, 245368.3822999997 2551619.981899999, 245369.0418999996 2551631.8542, 245382.19269999955 2551632.5572999995))"
5,"POLYGON ((244513.33579999954 2551626.5868999995, 244511.6911000004 2551617.5408999994, 244501.9271999998 2551619.981899999, 244501.9271999998 2551627.787799999, 244504.92949999962 2551628.3882999998, 244513.33579999954 2551626.5868999995))"
4,"POLYGON ((246459.68910000008 2551633.1589, 246450.68230000045 2551619.3485000003, 246439.27359999996 2551627.7547999993, 246444.31280000042 2551639.992900001, 246459.68910000008 2551633.1589))"
6,"POLYGON ((246675.36710000038 2551630.6471999995, 246670.56350000016 2551618.0376999993, 246658.5543999998 2551623.4418, 246666.36029999983 2551636.0513000004, 246675.36710000038 2551630.6471999995))"
5,"POLYGON ((244708.48340000026 2551631.3904999997, 244707.28249999974 2551617.5801, 244697.6752000004 2551621.7832999993, 244700.72360000014 2551633.977, 244708.48340000026 2551631.3904999997))"
4,"POLYGON ((246620.72580000013 2551628.845899999, 246612.31950000022 2551616.8367999997, 246597.30810000002 2551624.6426999997, 246603.91309999954 2551637.2522, 246620.72580000013 2551628.845899999))"
16,"POLYGON ((247424.2921000002 2551623.4233999997, 247426.09339999966 2551624.6242999993, 247425.49299999978 2551630.628900001, 247424.2921000002 2551623.4233999997, 247422.49069999997 2551622.823000001, 247421.8903000001 2551619.820699999, 247367.2489 2551627.626599999, 247369.65079999994 2551640.8366, 247425.49299999978 2551633.0307, 247425.49299999978 2551631.8298000004, 247427.29430000018 2551632.4301999994, 247428.49519999977 2551637.2338999994, 247445.90840000007 2551634.8320000004, 247441.10479999986 2551616.8183999993, 247424.89250000007 2551618.6197999995, 247424.2921000002 2551623.4233999997), (247442.30570000038 2551624.0239000004, 247438.70299999975 2551624.0239000004, 247438.70299999975 2551623.4233999997, 247442.30570000038 2551624.0239000004), (247411.08210000023 2551621.6220999993, 247411.6825000001 2551621.6220999993, 247411.6825000001 2551624.6242999993, 247411.08210000023 2551621.6220999993))"
15,"POLYGON ((245953.74340000004 2551630.1203000005, 245952.50850000046 2551615.9349000007, 245938.4950000001 2551618.1476000007, 245940.49650000036 2551632.1581999995, 245953.74340000004 2551630.1203000005))"
3,"POLYGON ((246171.47119999956 2551624.1521000005, 246172.07160000037 2551616.9466999993, 246158.2611999996 2551616.9466999993, 246158.2611999996 2551627.7547999993, 246167.26800000016 2551628.9558000006, 246171.47119999956 2551624.1521000005))"
7,"POLYGON ((246723.40350000001 2551625.2431000005, 246717.39890000038 2551614.4350000005, 246704.78940000013 2551619.2386000007, 246711.39439999964 2551630.6471999995, 246723.40350000001 2551625.2431000005))"
5,"POLYGON ((244549.3629999999 2551625.386, 244549.3629999999 2551622.3837, 244551.76489999983 2551620.5823999997, 244550.56400000025 2551615.1783000007, 244540.35620000027 2551616.3792000003, 244538.54889999982 2551626.3193999995, 244546.3607999999 2551627.1873000003, 244549.3629999999 2551625.386))"
3,"POLYGON ((246207.49839999992 2551627.1544000003, 246200.8934000004 2551615.145300001, 246186.48249999993 2551621.7502999995, 246192.48709999956 2551633.759400001, 246207.49839999992 2551627.1544000003))"
5,"POLYGON ((246250.1305999998 2551628.3553, 246242.32469999976 2551615.145300001, 246232.11699999962 2551619.9488999993, 246239.92289999966 2551634.3597999997, 246250.1305999998 2551628.3553))"
8,"POLYGON ((246753.42619999964 2551627.6449999996, 246746.58069999982 2551612.976, 246733.01070000045 2551620.4395000003, 246740.21619999968 2551634.2499, 246753.42619999964 2551627.6449999996))"
7,"POLYGON ((246830.8847000003 2551627.044500001, 246822.47840000037 2551613.8345, 246811.6701999996 2551621.6404, 246818.27520000003 2551633.6494999994, 246830.8847000003 2551627.044500001))"
5,"POLYGON ((244496.52309999987 2551624.1851000004, 244495.92260000017 2551614.5778, 244483.91359999962 2551614.5778, 244482.71270000003 2551622.9842000008, 244492.31989999954 2551624.7854999993, 244496.52309999987 2551624.1851000004))"
10,"POLYGON ((245052.37079999968 2551667.1714999992, 245052.97119999956 2551666.5711000003, 245052.97119999956 2551667.1714999992, 245052.37079999968 2551667.1714999992, 245033.7566999998 2551667.1714999992, 245033.7566999998 2551682.280099999, 245065.58079999965 2551682.2597000003, 245065.58079999965 2551667.772, 245053.5717000002 2551666.5711000003, 245061.37760000024 2551662.9683, 245057.7748999996 2551656.9638, 245057.1743999999 2551650.9593, 245045.3300999999 2551650.395199999, 245042.3504999997 2551639.7589999996, 245058.37530000042 2551635.3475, 245058.37530000042 2551613.7311000004, 245036.1584999999 2551614.331599999, 245036.1584999999 2551659.9661, 245044.56489999965 2551659.365599999, 245049.96899999958 2551666.5711000003, 245052.37079999968 2551667.1714999992))"
13,"POLYGON ((244827.1423000004 2551621.329500001, 244827.1423000004 2551613.0997, 244817.76599999983 2551615.7786999997, 244815.9645999996 2551621.1828000005, 244817.76599999983 2551622.9842000008, 244827.1423000004 2551621.329500001))"
7,"POLYGON ((246771.43979999982 2551622.2409000006, 246766.0356999999 2551612.6336000003, 246754.62710000016 2551617.4372000005, 246758.83019999973 2551627.6449999996, 246771.43979999982 2551622.2409000006))"
5,"POLYGON ((245320.94639999978 2551622.9842000008, 245319.7455000002 2551613.9773999993, 245304.13370000012 2551613.9773999993, 245305.57969999965 2551625.5452999994, 245320.94639999978 2551622.9842000008))"
5,"POLYGON ((245337.15869999956 2551623.5845999997, 245337.15869999956 2551613.3769000005, 245324.54920000024 2551614.5778, 245325.75009999983 2551624.1851000004, 245331.75459999964 2551624.7854999993, 245337.15869999956 2551623.5845999997))"
14,"POLYGON ((245454.2472000001 2551624.1851000004, 245454.2472000001 2551615.1783000007, 245445.24039999954 2551614.5778, 245443.43910000008 2551621.7832999993, 245448.2427000003 2551625.386, 245454.2472000001 2551624.1851000004))"
6,"POLYGON ((246529.9422000004 2551622.951199999, 246524.94230000023 2551613.576300001, 246511.32809999958 2551617.5471, 246517.33270000014 2551630.757099999, 246529.9422000004 2551622.951199999))"
