height,geometry
4,"POLYGON ((247014.17960000038 2548080.1120999996, 247011.4944000002 2548071.3851999994, 246994.0811999999 2548073.7870000005, 246992.27990000043 2548080.392000001, 246996.11670000013 2548084.228700001, 247014.17960000038 2548080.1120999996))"
5,"POLYGON ((247173.21530000027 2548081.9332, 247172.88879999984 2548070.905099999, 247160.40699999966 2548071.3851999994, 247159.80709999986 2548078.583900001, 247173.21530000027 2548081.9332))"
3,"POLYGON ((247283.50009999983 2548080.392000001, 247282.89960000012 2548070.7847000007, 247269.08920000028 2548070.7847000007, 247269.08920000028 2548080.9924, 247280.4978 2548082.1932999995, 247283.50009999983 2548080.392000001))"
5,"POLYGON ((247156.20380000025 2548077.9902, 247155.60340000037 2548069.583799999, 247143.5943 2548070.7847000007, 247144.19469999988 2548079.1910999995, 247156.20380000025 2548077.9902))"
5,"POLYGON ((247298.5114000002 2548080.9924, 247297.9110000003 2548071.3851999994, 247284.70100000035 2548070.7847000007, 247285.90189999994 2548082.1932999995, 247298.5114000002 2548080.9924))"
4,"POLYGON ((244753.74129999988 2548082.1538999993, 244756.80480000004 2548069.8998000007, 244742.39389999956 2548071.1007000003, 244743.59480000008 2548081.3084999993, 244753.74129999988 2548082.1538999993))"
4,"POLYGON ((247213.24689999968 2548078.5906000007, 247212.69189999998 2548069.1538999993, 247189.40340000018 2548071.4070999995, 247190.6381000001 2548080.0492000002, 247213.24689999968 2548078.5906000007), (247192.83150000032 2548077.3896999992, 247193.43200000003 2548077.3896999992, 247193.43200000003 2548077.9902, 247192.83150000032 2548077.3896999992))"
4,"POLYGON ((247243.26960000023 2548080.9924, 247241.46829999983 2548068.3828999996, 247229.4592000004 2548068.9833000004, 247229.4592000004 2548081.5929000005, 247240.86780000012 2548082.7938, 247243.26960000023 2548080.9924))"
11,"POLYGON ((244703.49089999963 2548081.9299999997, 244701.0889999997 2548071.1218, 244691.48180000018 2548073.523600001, 244692.91500000004 2548083.5571, 244703.49089999963 2548081.9299999997))"
5,"POLYGON ((245454.40950000007 2548086.0085000005, 245454.97589999996 2548066.7939, 245435.8426000001 2548066.7939, 245434.0412999997 2548086.0085000005, 245454.40950000007 2548086.0085000005))"
15,"POLYGON ((246394.17949999962 2548105.9057, 246381.25439999998 2548065.7623999994, 246358.67899999954 2548069.5250000004, 246366.0915000001 2548112.0500000007, 246394.17949999962 2548105.9057), (246371.42119999975 2548094.821900001, 246372.62210000027 2548094.2215, 246372.62210000027 2548095.4223999996, 246371.42119999975 2548094.821900001))"
7,"POLYGON ((246523.03100000042 2548090.6186999995, 246522.4305999996 2548085.2147000004, 246532.63829999976 2548082.2124000005, 246530.23649999965 2548075.0068999995, 246518.2274000002 2548076.8082999997, 246521.8300999999 2548073.806, 246527.83469999954 2548073.205600001, 246524.2319 2548065.399700001, 246507.05209999997 2548067.308599999, 246510.4791000001 2548083.8039999995, 246517.0264999997 2548080.4110000003, 246520.02880000044 2548080.4110000003, 246519.4282999998 2548082.2124000005, 246512.2229000004 2548085.2147000004, 246515.8256000001 2548094.2215, 246523.03100000042 2548090.6186999995), (246518.82789999992 2548078.0091999993, 246519.4282999998 2548078.0091999993, 246519.4282999998 2548078.6097, 246518.82789999992 2548078.0091999993))"
14,"POLYGON ((246723.2388000004 2548103.069599999, 246717.23419999983 2548084.455499999, 246714.83239999972 2548065.8413999993, 246702.2081000004 2548068.7105, 246710.07440000027 2548106.8308000006, 246723.2388000004 2548103.069599999))"
4,"POLYGON ((244680.00409999955 2548085.5327000003, 244679.40359999985 2548086.1330999993, 244679.40359999985 2548085.5327000003, 244680.00409999955 2548085.5327000003, 244678.80319999997 2548081.9299999997, 244681.80539999995 2548081.9299999997, 244680.9269000003 2548072.2656999994, 244664.13659999985 2548072.950200001, 244662.7000000002 2548086.5983000007, 244679.40359999985 2548087.9344999995, 244679.40359999985 2548086.7336, 244680.60450000037 2548086.7336, 244680.00409999955 2548085.5327000003))"
7,"POLYGON ((244848.37509999983 2548075.3016999997, 244846.57380000036 2548069.2971, 244830.36149999965 2548071.6988999993, 244831.56240000017 2548077.103, 244848.37509999983 2548075.3016999997))"
4,"POLYGON ((245196.8618999999 2548070.9970999993, 245195.6610000003 2548065.5930000003, 245190.8574000001 2548066.193499999, 245190.8574000001 2548071.5976, 245196.8618999999 2548070.9970999993))"
4,"POLYGON ((246971.8644000003 2548081.5929000005, 246968.26169999968 2548070.1842, 246962.81070000026 2548066.9135999996, 246952.86670000013 2548073.291099999, 246957.45349999983 2548086.3965000007, 246971.8644000003 2548081.5929000005), (246967.6612999998 2548073.7870000005, 246967.6612999998 2548076.1887999997, 246965.85989999957 2548075.588300001, 246967.6612999998 2548073.7870000005))"
4,"POLYGON ((244661.72030000016 2548086.710999999, 244662.32400000002 2548071.4880999997, 244651.25140000042 2548068.7200000007, 244639.24230000004 2548070.521299999, 244641.89780000038 2548083.7989000008, 244650.0504999999 2548084.4858999997, 244650.0504999999 2548081.9299999997, 244651.8518000003 2548081.9299999997, 244653.05269999988 2548086.1330999993, 244661.72030000016 2548086.710999999), (244644.64639999997 2548083.1308999993, 244644.64639999997 2548080.7290000003, 244646.44770000037 2548081.9299999997, 244644.64639999997 2548083.1308999993))"
4,"POLYGON ((244774.21800000034 2548074.103, 244773.01709999982 2548065.6966999993, 244759.20660000015 2548067.4979999997, 244759.80709999986 2548075.3038999997, 244774.21800000034 2548074.103))"
6,"POLYGON ((244798.0186999999 2548066.3867000006, 244798.0186999999 2548068.9408, 244791.98319999967 2548068.9408, 244793.7845999999 2548079.5966999996, 244799.7890999997 2548077.7953999992, 244799.7890999997 2548079.5966999996, 244800.99000000022 2548079.5966999996, 244800.99000000022 2548078.3958, 244818.4031999996 2548074.7930999994, 244820.8049999997 2548071.7907999996, 244819.0036000004 2548066.9871999994, 244817.2023 2548066.9871999994, 244817.2023 2548065.7863, 244812.99909999967 2548064.5854, 244804.59269999992 2548066.9871999994, 244798.0186999999 2548066.3867000006))"
5,"POLYGON ((247264.88599999994 2548081.5929000005, 247263.07419999968 2548064.3805, 247245.07100000046 2548065.3806, 247246.27190000005 2548081.5929000005, 247264.88599999994 2548081.5929000005))"
12,"POLYGON ((245564.94020000007 2548080.6043999996, 245570.01520000026 2548069.0703, 245562.8501000004 2548065.488500001, 245497.08889999986 2548063.6787, 245497.08889999986 2548078.3331000004, 245543.58939999994 2548077.5449, 245544.52479999978 2548070.9970999993, 245546.32610000018 2548072.7984999996, 245548.1275000004 2548078.8029999994, 245564.94020000007 2548080.6043999996))"
3,"POLYGON ((246986.27529999986 2548075.588300001, 246983.27309999987 2548062.9788000006, 246974.86670000013 2548064.1797, 246977.86899999995 2548077.3896999992, 246986.27529999986 2548075.588300001))"
18,"POLYGON ((245355.38179999962 2548067.9947999995, 245354.39919999987 2548063.0820000004, 245356.58270000014 2548061.9902999997, 245354.18090000004 2548061.389799999, 245355.98220000044 2548058.988, 245346.97539999988 2548059.5885000005, 245347.5758999996 2548067.9947999995, 245352.3794999998 2548069.195699999, 245355.38179999962 2548067.9947999995))"
12,"POLYGON ((246663.7938000001 2548066.4419, 246663.19340000022 2548056.8345999997, 246645.1797000002 2548062.2387000006, 246646.98110000044 2548067.042300001, 246649.98340000026 2548068.2432000004, 246649.98340000026 2548071.2455, 246652.98560000025 2548071.846000001, 246663.7938000001 2548066.4419))"
4,"POLYGON ((246552.45469999965 2548079.8100000005, 246566.01669999957 2548073.028999999, 246570.46690000035 2548072.6051000003, 246567.4645999996 2548056.3928999994, 246547.04920000024 2548062.397399999, 246552.45469999965 2548079.8100000005))"
5,"POLYGON ((247081.7474999996 2548070.1842, 247078.5111999996 2548059.9356999993, 247060.12909999955 2548064.9728999995, 247063.66500000004 2548076.7597000003, 247081.7474999996 2548070.1842))"
6,"POLYGON ((247139.39109999966 2548072.586100001, 247138.79059999995 2548058.1752000004, 247129.4101999998 2548059.3477, 247130.0122999996 2548071.7695000004, 247136.38879999984 2548073.1865, 247139.39109999966 2548072.586100001))"
5,"POLYGON ((246810.9051000001 2548109.074100001, 246809.10369999986 2548098.265900001, 246809.70409999974 2548096.4646000005, 246812.10599999968 2548098.8663999997, 246813.90730000008 2548104.2705000006, 246825.40749999974 2548101.6568, 246819.06680000015 2548065.5419999994, 246801.8981999997 2548068.843699999, 246798.89599999972 2548055.6337, 246788.08779999986 2548058.636, 246792.2910000002 2548073.0469000004, 246800.69730000012 2548072.4464, 246800.69730000012 2548070.6450999994, 246802.49870000035 2548071.2455, 246803.09910000023 2548074.848200001, 246792.89140000008 2548076.0492000002, 246795.8936999999 2548094.0627999995, 246800.69730000012 2548110.875499999, 246810.9051000001 2548109.074100001), (246809.10369999986 2548093.4623000007, 246808.50320000015 2548092.8619, 246809.10369999986 2548092.8619, 246809.10369999986 2548093.4623000007, 246809.70409999974 2548094.6632000003, 246809.10369999986 2548094.6632000003, 246809.10369999986 2548093.4623000007), (246807.90280000027 2548086.8573000003, 246808.50320000015 2548086.8573000003, 246808.50320000015 2548092.2613999993, 246807.90280000027 2548086.8573000003))"
5,"POLYGON ((246592.08320000023 2548069.6029000003, 246587.88009999972 2548058.1942, 246588.4804999996 2548056.9933, 246586.67920000013 2548055.7924000006, 246573.46920000017 2548055.7924000006, 246573.46920000017 2548070.8038, 246583.07639999967 2548071.4042000007, 246592.08320000023 2548069.6029000003))"
6,"POLYGON ((247155.00289999973 2548065.9811000004, 247155.00289999973 2548056.974300001, 247142.9938000003 2548059.3761, 247144.19469999988 2548067.182, 247155.00289999973 2548065.9811000004))"
20,"POLYGON ((244616.46769999992 2548123.785700001, 244616.46769999992 2548120.783500001, 244614.0658999998 2548114.1785000004, 244615.26680000033 2548099.1670999993, 244613.18960000016 2548087.2228999995, 244603.85819999967 2548085.3566999994, 244600.85589999985 2548102.7698, 244581.42879999988 2548082.6489000004, 244580.69739999995 2548077.7618000004, 244600.98359999992 2548076.664999999, 244613.5373999998 2548073.8752999995, 244612.64279999956 2548063.5869999994, 244594.91559999995 2548064.8857000005, 244568.66359999962 2548060.7645999994, 244559.5535000004 2548064.314099999, 244576.83770000003 2548106.3726000004, 244590.6481999997 2548115.979800001, 244605.65950000007 2548118.3816, 244605.65950000007 2548120.783500001, 244610.46310000028 2548124.3861999996, 244616.46769999992 2548123.785700001), (244576.23730000015 2548076.3499, 244576.83770000003 2548076.3499, 244576.83770000003 2548076.9503000006, 244576.23730000015 2548076.3499))"
16,"POLYGON ((245371.59399999958 2548064.3921000008, 245371.59399999958 2548055.9858, 245360.78589999955 2548055.9858, 245360.78589999955 2548064.3921000008, 245371.59399999958 2548064.3921000008))"
4,"POLYGON ((246544.04690000042 2548070.2032999992, 246540.4441999998 2548053.3905999996, 246532.03780000005 2548057.593800001, 246534.4397 2548072.6051000003, 246544.04690000042 2548070.2032999992))"
6,"POLYGON ((246734.64740000013 2548076.649599999, 246736.44880000036 2548088.0582, 246785.68599999975 2548073.6472999994, 246782.68369999994 2548065.8413999993, 246767.67239999957 2548070.6450999994, 246762.26829999965 2548070.6450999994, 246761.06740000006 2548072.4464, 246755.06280000042 2548071.846000001, 246758.06510000024 2548068.843699999, 246782.08330000006 2548062.8391999993, 246780.28189999983 2548053.231899999, 246720.23649999965 2548066.4419, 246722.63829999976 2548079.0514, 246734.64740000013 2548076.649599999), (246744.2547000004 2548074.848200001, 246744.2547000004 2548073.0469000004, 246753.26150000002 2548073.6472999994, 246744.2547000004 2548074.848200001))"
7,"POLYGON ((245030.06329999957 2548067.5876, 245030.06329999957 2548057.9804, 245023.45830000006 2548056.7794000003, 245008.44689999986 2548059.1812999994, 245009.04739999957 2548069.3890000004, 245030.06329999957 2548067.5876))"
9,"POLYGON ((245097.41789999977 2548072.094799999, 245095.6805999996 2548067.2302, 245105.82430000044 2548064.8893999998, 245102.8219999997 2548057.0834999997, 245099.2193 2548055.8825000003, 245085.40880000032 2548069.693, 245089.01159999985 2548075.097100001, 245097.41789999977 2548072.094799999))"
12,"POLYGON ((246678.20469999965 2548067.6427999996, 246676.40340000018 2548053.231899999, 246667.3964999998 2548054.4328000005, 246668.59750000015 2548070.6450999994, 246678.20469999965 2548067.6427999996))"
3,"POLYGON ((247213.24689999968 2548065.3806, 247212.6464999998 2548054.5724, 247191.0301000001 2548055.7733999994, 247192.83150000032 2548063.5792999994, 247213.24689999968 2548065.3806))"
3,"POLYGON ((245196.26150000002 2548055.3852999993, 245196.26150000002 2548052.9835, 245190.2569000004 2548054.1843999997, 245190.8574000001 2548057.7871000003, 245196.26150000002 2548055.3852999993))"
7,"POLYGON ((245468.86760000046 2548073.3989000004, 245469.46800000034 2548072.7984999996, 245469.46800000034 2548073.3989000004, 245468.86760000046 2548073.3989000004, 245468.26709999982 2548076.4012, 245457.4589999998 2548077.001700001, 245457.4589999998 2548087.5064000003, 245486.62270000018 2548085.7480999995, 245487.76989999972 2548073.999399999, 245489.88350000046 2548073.999399999, 245493.4106999999 2548065.181399999, 245490.96690000035 2548052.9835, 245481.47709999979 2548052.9835, 245481.47709999979 2548069.195699999, 245479.07529999968 2548075.2003000006, 245477.27390000038 2548070.9970999993, 245473.67119999975 2548070.9970999993, 245473.67119999975 2548069.195699999, 245475.47259999998 2548068.5953, 245474.3217000002 2548055.3594000004, 245458.65990000032 2548056.6883000005, 245458.65990000032 2548074.5998, 245467.66669999994 2548075.2003000006, 245468.86760000046 2548073.3989000004), (245489.28299999982 2548069.7961999997, 245489.88350000046 2548069.7961999997, 245489.88350000046 2548070.3967000004, 245489.28299999982 2548069.7961999997), (245483.27850000001 2548062.5908000004, 245487.48170000035 2548063.1911999993, 245486.8811999997 2548063.7917, 245483.27850000001 2548062.5908000004), (245488.08210000023 2548062.5908000004, 245488.68259999994 2548062.5908000004, 245488.68259999994 2548063.1911999993, 245488.08210000023 2548062.5908000004), (245467.66669999994 2548077.6021, 245467.06620000023 2548077.6021, 245467.06620000023 2548077.001700001, 245467.66669999994 2548077.6021), (245479.07529999968 2548077.001700001, 245480.2762000002 2548077.001700001, 245479.67580000032 2548086.0085000005, 245479.07529999968 2548077.001700001))"
6,"POLYGON ((246499.61330000032 2548059.3950999994, 246497.81199999992 2548050.9888000004, 246476.79609999992 2548055.7924000006, 246479.7982999999 2548066.0001, 246499.61330000032 2548059.3950999994))"
4,"POLYGON ((246816.3091000002 2548061.037799999, 246815.0376000004 2548053.8323999997, 246800.69730000012 2548053.8323999997, 246803.09910000023 2548064.6404999997, 246816.3091000002 2548061.037799999))"
4,"POLYGON ((247180.22200000007 2548061.806, 247180.22200000007 2548052.7710999995, 247159.20610000007 2548053.971999999, 247160.3518000003 2548064.8555999994, 247180.22200000007 2548061.806))"
17,"POLYGON ((245699.44189999998 2548098.6180000007, 245700.0423999997 2548090.2116, 245698.2410000004 2548089.611199999, 245702.81670000032 2548080.6728000008, 245707.4452999998 2548081.8299000002, 245706.04690000042 2548094.4147999994, 245707.84829999972 2548098.6180000007, 245718.65639999975 2548097.4170999993, 245717.65780000016 2548086.9317000005, 245736.6964999996 2548083.67, 245755.28409999982 2548083.0062000006, 245754.08320000023 2548075.8006999996, 245710.25009999983 2548072.7984999996, 245745.07639999967 2548070.9970999993, 245745.6769000003 2548061.9902999997, 245707.2478 2548064.9925999995, 245706.64740000013 2548075.2003000006, 245703.04459999967 2548075.8006999996, 245702.4441999998 2548050.581700001, 245685.2478 2548053.8885999992, 245684.51180000044 2548089.958900001, 245685.38850000035 2548098.7248, 245693.43740000017 2548100.419399999, 245699.44189999998 2548098.6180000007), (245691.03560000006 2548073.999399999, 245695.23869999964 2548072.7984999996, 245695.23869999964 2548073.999399999, 245691.63599999994 2548075.2003000006, 245691.03560000006 2548073.999399999), (245740.87320000026 2548081.2048000004, 245739.67229999974 2548081.2048000004, 245740.27280000038 2548077.6021, 245740.87320000026 2548081.2048000004))"
5,"POLYGON ((244798.0186999999 2548066.3867000006, 244798.0186999999 2548056.9317000005, 244785.40909999982 2548060.5343999993, 244787.21050000004 2548068.3402999993, 244791.98319999967 2548068.9408, 244791.98319999967 2548067.5876, 244792.58359999955 2548067.5876, 244792.58359999955 2548066.9871999994, 244794.98550000042 2548066.9871999994, 244794.98550000042 2548066.3867000006, 244798.0186999999 2548066.3867000006))"
8,"POLYGON ((245085.06070000026 2548060.7950999998, 245081.52159999963 2548053.1799999997, 245074.54729999974 2548053.7871000003, 245075.97140000015 2548061.619999999, 245085.06070000026 2548060.7950999998))"
17,"POLYGON ((245404.71609999985 2548063.1669999994, 245405.07650000043 2548054.1569, 245373.6054999996 2548056.0451999996, 245375.54509999976 2548067.6823999994, 245392.24179999996 2548066.5691, 245404.71609999985 2548063.1669999994))"
3,"POLYGON ((245417.8289999999 2548070.3967000004, 245417.2285000002 2548049.9812000003, 245408.22169999965 2548050.581700001, 245408.22169999965 2548070.3967000004, 245417.8289999999 2548070.3967000004))"
17,"POLYGON ((245431.03899999987 2548070.3967000004, 245431.03899999987 2548050.581700001, 245420.83129999973 2548051.1821, 245420.23080000002 2548069.7961999997, 245431.03899999987 2548070.3967000004), (245425.03440000024 2548060.7894, 245428.63719999976 2548059.5885000005, 245428.03670000006 2548061.389799999, 245425.03440000024 2548060.7894))"
13,"POLYGON ((245901.94269999955 2548068.6428999994, 245900.66530000046 2548054.591499999, 245857.6327999998 2548051.7227, 245857.6327999998 2548063.1633, 245895.68520000018 2548069.9837999996, 245901.94269999955 2548068.6428999994))"
4,"POLYGON ((247241.46829999983 2548060.5769999996, 247240.26740000024 2548051.5702, 247230.0597000001 2548052.170600001, 247230.66009999998 2548062.9788000006, 247241.46829999983 2548060.5769999996))"
7,"POLYGON ((245004.84420000017 2548063.9848999996, 244998.23919999972 2548055.5785000008, 244991.6342000002 2548056.239, 244991.6342000002 2548053.8071999997, 244979.02469999995 2548053.1766999997, 244979.62519999966 2548065.7863, 245001.84190000035 2548069.3890000004, 245004.84420000017 2548063.9848999996))"
6,"POLYGON ((245770.19710000046 2548067.7719, 245767.39639999997 2548050.034, 245749.2796 2548052.1400000006, 245749.2796 2548069.7961999997, 245770.19710000046 2548067.7719))"
5,"POLYGON ((246203.2940999996 2548069.6029000003, 246202.0932 2548048.5869999994, 246188.28270000033 2548050.3882999998, 246190.08409999963 2548072.6051000003, 246203.2940999996 2548069.6029000003))"
4,"POLYGON ((245745.07639999967 2548058.3311, 245745.07639999967 2548047.579399999, 245706.04690000042 2548048.7803000007, 245707.95889999997 2548061.5264, 245745.07639999967 2548058.3311))"
4,"POLYGON ((247064.93479999993 2548058.7755999994, 247069.13800000027 2548054.5724, 247069.13800000027 2548051.5702, 247063.1333999997 2548047.9674999993, 247050.52390000038 2548052.170600001, 247054.12660000008 2548062.3783, 247064.93479999993 2548058.7755999994))"
5,"POLYGON ((246158.25999999978 2548056.9933, 246160.66179999989 2548058.1942, 246166.66640000045 2548055.7924000006, 246164.86500000022 2548044.9842000008, 246106.02049999963 2548052.1897, 246106.62100000028 2548064.1987999994, 246107.82189999986 2548064.7992000002, 246158.25999999978 2548056.9933))"
11,"POLYGON ((246937.63860000018 2548058.1752000004, 246935.12449999992 2548045.6049000006, 246916.62270000018 2548047.3670000006, 246917.31759999972 2548057.0963000003, 246934.03579999972 2548059.3761, 246937.63860000018 2548058.1752000004))"
9,"POLYGON ((247327.93369999994 2548057.5746999998, 247326.7326999996 2548052.170600001, 247328.53409999982 2548047.3670000006, 247326.7326999996 2548046.166099999, 247311.12090000045 2548048.5679, 247310.52049999963 2548057.5746999998, 247327.93369999994 2548057.5746999998))"
5,"POLYGON ((244770.99820000026 2548062.9362000003, 244769.19689999986 2548052.1280000005, 244758.9890999999 2548052.1280000005, 244758.9890999999 2548063.536699999, 244770.99820000026 2548062.9362000003))"
5,"POLYGON ((245844.32100000046 2548065.5252, 245845.85109999962 2548045.6855999995, 245840.61990000028 2548043.7832999993, 245827.07569999993 2548046.0407999996, 245832.57919999957 2548068.4607999995, 245844.32100000046 2548065.5252))"
5,"POLYGON ((247299.71229999978 2548052.7710999995, 247301.5137 2548049.7687999997, 247301.5137 2548046.7665, 247287.70320000034 2548046.166099999, 247287.70320000034 2548055.1729000006, 247299.71229999978 2548052.7710999995))"
7,"POLYGON ((246094.01150000002 2548065.399700001, 246092.81049999967 2548043.1829000004, 246062.78780000005 2548046.1852, 246065.79009999987 2548064.7992000002, 246094.01150000002 2548065.399700001))"
6,"POLYGON ((246506.21829999983 2548056.9933, 246506.21829999983 2548055.192, 246520.62920000032 2548051.5891999993, 246523.03100000042 2548047.3861, 246521.22970000003 2548044.3838, 246513.4238 2548043.1829000004, 246500.21380000003 2548049.1874, 246502.61560000014 2548058.1942, 246506.21829999983 2548056.9933))"
4,"POLYGON ((246913.01989999972 2548056.974300001, 246911.81900000013 2548046.166099999, 246904.0131000001 2548044.9651999995, 246891.88329999987 2548047.8532999996, 246891.90309999976 2548057.0990999993, 246898.60900000017 2548058.7755999994, 246913.01989999972 2548056.974300001))"
5,"POLYGON ((245588.81709999964 2548057.2042999994, 245588.81709999964 2548047.0111, 245567.9424999999 2548046.3784999996, 245567.34200000018 2548044.5770999994, 245547.5270999996 2548048.7803000007, 245531.72159999982 2548044.1702999994, 245530.7143000001 2548045.1776, 245530.11390000023 2548057.7871000003, 245547.82639999967 2548056.6062000003, 245548.42920000013 2548049.9220000003, 245550.5292999996 2548051.1821, 245552.45069999993 2548061.75, 245588.81709999964 2548057.2042999994))"
15,"POLYGON ((246245.9263000004 2548069.0023999996, 246245.7834999999 2548067.0022, 246249.26400000043 2548067.001700001, 246263.13499999978 2548062.780099999, 246261.53809999954 2548056.3928999994, 246262.73900000006 2548056.3928999994, 246262.73900000006 2548058.1942, 246267.5427000001 2548064.1987999994, 246281.35309999995 2548061.1964999996, 246280.15220000036 2548042.5823999997, 246227.91270000022 2548051.5891999993, 246231.51539999992 2548062.397399999, 246231.51539999992 2548071.4042000007, 246245.9263000004 2548069.0023999996), (246259.73680000007 2548052.790100001, 246260.93769999966 2548052.790100001, 246260.33719999995 2548053.9911, 246259.73680000007 2548052.790100001))"
4,"POLYGON ((246683.6102 2548066.441400001, 246701.7714999998 2548060.387599999, 246716.22449999955 2548060.2683000006, 246713.14159999974 2548038.778000001, 246691.41469999962 2548047.2273999993, 246690.21380000003 2548052.6314000003, 246687.81199999992 2548051.4305000007, 246687.81199999992 2548049.1764, 246678.37729999982 2548050.3485000003, 246681.80740000028 2548064.6404999997, 246683.6102 2548066.441400001), (246689.01290000044 2548053.8323999997, 246690.81429999974 2548053.8323999997, 246690.21380000003 2548058.636, 246689.01290000044 2548053.8323999997))"
5,"POLYGON ((246960.45579999965 2548054.5724, 246956.85309999995 2548044.9651999995, 246943.27479999978 2548047.511, 246946.0449000001 2548059.976500001, 246960.45579999965 2548054.5724))"
5,"POLYGON ((247255.87920000032 2548056.974300001, 247255.27869999968 2548044.3647000007, 247245.07100000046 2548044.9651999995, 247245.07100000046 2548057.5746999998, 247250.4751000004 2548058.1752000004, 247255.87920000032 2548056.974300001))"
4,"POLYGON ((247283.52550000045 2548059.3430000003, 247284.1004999997 2548044.9651999995, 247271.4910000004 2548044.3647000007, 247272.8125 2548058.2404999994, 247283.52550000045 2548059.3430000003))"
12,"POLYGON ((244614.25989999995 2548055.8911000006, 244614.25989999995 2548047.4847999997, 244601.04989999998 2548047.4847999997, 244601.65029999986 2548055.8911000006, 244614.25989999995 2548055.8911000006))"
14,"POLYGON ((244954.93740000017 2548065.185799999, 244954.93740000017 2548048.3730999995, 244939.92599999998 2548047.7727000006, 244939.3256000001 2548065.7863, 244944.72970000003 2548066.3867000006, 244954.93740000017 2548065.185799999))"
3,"POLYGON ((245506.69770000037 2548061.9901, 245520.1540000001 2548060.4069999997, 245519.3058000002 2548049.3807999995, 245506.09580000024 2548049.3807999995, 245506.69770000037 2548061.9901))"
4,"POLYGON ((246980.84339999966 2548055.625600001, 246977.72800000012 2548044.3647000007, 246965.85989999957 2548044.3647000007, 246970.6634999998 2548059.3761, 246980.84339999966 2548055.625600001))"
13,"POLYGON ((244597.4472000003 2548046.2839, 244586.63900000043 2548048.6856999993, 244587.23950000014 2548055.8911000006, 244598.64809999987 2548055.8911000006, 244597.4472000003 2548046.2839))"
4,"POLYGON ((244754.7860000003 2548061.7353000008, 244755.9868999999 2548055.1303000003, 244754.46380000003 2548047.514799999, 244741.57600000035 2548049.1258000005, 244740.9754999997 2548059.9339000005, 244754.7860000003 2548061.7353000008))"
7,"POLYGON ((245096.8174999999 2548052.2797999997, 245092.61429999955 2548043.8735000007, 245085.40880000032 2548045.674799999, 245087.21019999962 2548054.0812, 245089.01159999985 2548055.2820999995, 245096.8174999999 2548052.2797999997))"
8,"POLYGON ((244582.4358000001 2548055.2907, 244583.0362999998 2548046.2839, 244569.82629999984 2548046.2839, 244569.82629999984 2548055.2907, 244582.4358000001 2548055.2907))"
13,"POLYGON ((246439.5694000004 2548058.1939000003, 246450.9765999997 2548056.3928999994, 246461.18429999985 2548052.790100001, 246456.98110000044 2548040.1806000005, 246437.16610000003 2548043.7832999993, 246439.5694000004 2548058.1939000003), (246449.1752000004 2548046.1852, 246448.57469999976 2548047.9865000006, 246448.57469999976 2548047.3861, 246449.1752000004 2548046.1852))"
5,"POLYGON ((246857.73139999993 2548056.6874, 246858.38939999975 2548039.5801999997, 246845.77990000043 2548042.5823999997, 246848.78210000042 2548055.7924000006, 246857.73139999993 2548056.6874))"
8,"POLYGON ((244566.82400000002 2548054.690199999, 244566.22360000014 2548045.0830000006, 244553.01360000018 2548045.0830000006, 244553.61400000006 2548055.2907, 244566.82400000002 2548054.690199999))"
3,"POLYGON ((244722.64219999965 2548055.6271, 244722.64219999965 2548044.9000000004, 244704.94909999985 2548048.502699999, 244707.03039999958 2548056.8279999997, 244722.64219999965 2548055.6271))"
5,"POLYGON ((245197.55209999997 2548050.4920000006, 245192.74849999975 2548040.8847000003, 245185.5429999996 2548045.0878999997, 245188.0482999999 2548052.6039000005, 245197.55209999997 2548050.4920000006))"
16,"POLYGON ((245469.3850999996 2548047.130000001, 245468.7659 2548040.374, 245460.4611999998 2548040.374, 245460.4611999998 2548048.1799, 245469.3850999996 2548047.130000001))"
5,"POLYGON ((244895.26130000036 2548059.181399999, 244893.45999999996 2548044.7705000006, 244885.05360000022 2548042.9691000003, 244881.4508999996 2548044.7705000006, 244882.0513000004 2548059.181399999, 244891.05819999985 2548060.3823000006, 244895.26130000036 2548059.181399999))"
3,"POLYGON ((246538.64279999956 2548051.5891999993, 246534.4397 2548037.7787999995, 246526.63379999995 2548041.3815, 246530.83690000046 2548053.3905999996, 246538.64279999956 2548051.5891999993))"
4,"POLYGON ((244913.84080000035 2548062.3907999992, 244915.64219999965 2548042.5757999998, 244912.8306 2548042.5757999998, 244911.54339999985 2548044.7353000008, 244904.8339999998 2548043.7766999993, 244901.83169999998 2548046.1786, 244903.03259999957 2548062.3907999992, 244913.84080000035 2548062.3907999992))"
11,"POLYGON ((246542.24710000027 2548047.3859, 246553.05370000005 2548045.7233000007, 246553.05370000005 2548037.1783000007, 246540.4441999998 2548040.7810999993, 246542.24710000027 2548047.3859))"
12,"POLYGON ((246197.28949999996 2548037.7787999995, 246191.88549999986 2548038.3792000003, 246193.08640000038 2548041.3815, 246197.28949999996 2548037.7787999995))"
3,"POLYGON ((246473.7938000001 2548050.9888000004, 246475.65919999965 2548037.3094999995, 246461.18429999985 2548038.979699999, 246464.78699999955 2548052.1897, 246473.7938000001 2548050.9888000004))"
4,"POLYGON ((246736.44880000036 2548045.426000001, 246732.8459999999 2548037.0196, 246725.04009999987 2548037.0196, 246719.63599999994 2548040.6224000007, 246721.43740000017 2548049.6292000003, 246736.44880000036 2548045.426000001))"
